number of episodes,average reward/episode
15.447,-3.120792336
15.448,-3.120913975
15.449,-3.121229773
15.45,-3.12141609
15.451,-3.121343515
15.452,-3.1215298
15.453,-3.121133687
15.454,-3.121384665
15.455,-3.121700311
15.456,-3.121627741
15.457,-3.12194333
15.458,-3.121870755
15.459,-3.121862872
15.46,-3.122307742
15.461,-3.122817229
15.462,-3.122679946
15.463,-3.12183135
15.464,-3.121694148
15.465,-3.120134489
15.466,-3.121096528
15.467,-3.121153349
15.468,-3.121856616
15.469,-3.121848739
15.47,-3.12235796
15.471,-3.122156153
15.472,-3.120597169
15.473,-3.12136487
15.474,-3.122067851
15.475,-3.121607651
15.476,-3.121276733
15.477,-3.121914976
15.478,-3.122036307
15.479,-3.121705426
15.48,-3.120405659
15.481,-3.120914611
15.482,-3.12135891
15.483,-3.121738569
15.484,-3.121666129
15.485,-3.12307891
15.486,-3.123587525
15.487,-3.123450413
15.488,-3.123119633
15.489,-3.124144609
15.49,-3.124911239
15.491,-3.125290473
15.492,-3.125669657
15.493,-3.125726088
15.494,-3.1255889
15.495,-3.126097057
15.496,-3.126476092
15.497,-3.127242225
15.498,-3.127879218
15.499,-3.128709677
15.5,-3.12889491
15.501,-3.129467166
15.502,-3.129587822
15.503,-3.129708462
15.504,-3.129764592
15.505,-3.130207662
15.506,-3.130779648
15.507,-3.130771215
15.508,-3.130698304
15.509,-3.130689877
15.51,-3.130810393
15.511,-3.130995358
15.512,-3.130986914
15.513,-3.129624855
15.514,-3.129809861
15.515,-3.129414798
15.516,-3.129535348
15.517,-3.12946256
15.518,-3.127843289
15.519,-3.127899485
15.52,-3.126216094
15.521,-3.126272388
15.522,-3.12594215
15.523,-3.126513785
15.524,-3.126763285
15.525,-3.127592426
15.526,-3.127906228
15.527,-3.127640392
15.528,-3.127825359
15.529,-3.127559562
15.53,-3.127551349
15.531,-3.127865053
15.532,-3.128243095
15.533,-3.128299215
15.534,-3.128226585
15.535,-3.126673532
15.536,-3.126794104
15.537,-3.126785944
15.538,-3.127292619
15.539,-3.127413127
15.54,-3.127469275
15.541,-3.128168833
15.542,-3.1283536
15.543,-3.128795677
15.544,-3.127307816
15.545,-3.127363952
15.546,-3.127484402
15.547,-3.127604837
15.548,-3.12759663
15.549,-3.126045016
15.55,-3.126229824
15.551,-3.127186214
15.552,-3.126985148
15.553,-3.126848399
15.554,-3.127097396
15.555,-3.12715351
15.556,-3.126116861
15.557,-3.126108754
15.558,-3.126036378
15.559,-3.126349614
15.56,-3.126405758
15.561,-3.126526153
15.562,-3.126582278
15.563,-3.126252891
15.564,-3.126309027
15.565,-3.126943338
15.566,-3.126806706
15.567,-3.125578109
15.568,-3.124349669
15.569,-3.123057161
15.57,-3.123370368
15.571,-3.123683535
15.572,-3.123996661
15.573,-3.124309747
15.574,-3.124301766
15.575,-3.123009759
15.576,-3.123066059
15.577,-3.123507511
15.578,-3.123563772
15.579,-3.122528883
15.58,-3.123355369
15.581,-3.123475805
15.582,-3.123596227
15.583,-3.12224076
15.584,-3.122297081
15.585,-3.12068523
15.586,-3.120741644
15.587,-3.120669746
15.588,-3.120662005
15.589,-3.120846697
15.59,-3.120582387
15.591,-3.120125705
15.592,-3.12050279
15.593,-3.119404899
15.594,-3.119268996
15.595,-3.119261349
15.596,-3.118548439
15.597,-3.11866906
15.598,-3.119046093
15.599,-3.119038462
15.6,-3.117492468
15.601,-3.116523523
15.602,-3.116580145
15.603,-3.11663676
15.604,-3.116565203
15.605,-3.116557734
15.606,-3.116934709
15.607,-3.116991287
15.608,-3.11685566
15.609,-3.11710442
15.61,-3.116968804
15.611,-3.116897259
15.612,-3.116441427
15.613,-3.117138465
15.614,-3.117387128
15.615,-3.11821209
15.616,-3.119293078
15.617,-3.119221411
15.618,-3.119149754
15.619,-3.118758003
15.62,-3.1187504
15.621,-3.118678786
15.622,-3.118799206
15.623,-3.119495648
15.624,-3.119616
15.625,-3.120568284
15.626,-3.121456454
15.627,-3.121320706
15.628,-3.120481157
15.629,-3.120473448
15.63,-3.120401766
15.631,-3.119946264
15.632,-3.120066526
15.633,-3.121338109
15.634,-3.121714103
15.635,-3.122281914
15.636,-3.123169406
15.637,-3.123289423
15.638,-3.122130571
15.639,-3.123529412
15.64,-3.123457579
15.641,-3.123641478
15.642,-3.124528543
15.643,-3.124520583
15.644,-3.125151806
15.645,-3.125463377
15.646,-3.125455359
15.647,-3.125383436
15.648,-3.125311522
15.649,-3.123642173
15.65,-3.123634273
15.651,-3.123754153
15.652,-3.122660193
15.653,-3.12278012
15.654,-3.123219419
15.655,-3.122828309
15.656,-3.123970109
15.657,-3.124409248
15.658,-3.123124082
15.659,-3.123499361
15.66,-3.12336377
15.661,-3.123802835
15.662,-3.123794931
15.663,-3.123467824
15.664,-3.123587616
15.665,-3.123835057
15.666,-3.123954809
15.667,-3.123883074
15.668,-3.124002808
15.669,-3.123931078
15.67,-3.124497479
15.671,-3.125063808
15.672,-3.125438652
15.673,-3.125941049
15.674,-3.125933014
15.675,-3.126307732
15.676,-3.12476877
15.677,-3.125015946
15.678,-3.125071752
15.679,-3.125318878
15.68,-3.123971685
15.681,-3.123517408
15.682,-3.123637059
15.683,-3.123565417
15.684,-3.124450112
15.685,-3.124442178
15.686,-3.125326704
15.687,-3.125509944
15.688,-3.125565683
15.689,-3.124474187
15.69,-3.124402524
15.691,-3.124585776
15.692,-3.124832728
15.693,-3.124888492
15.694,-3.125135393
15.695,-3.125700815
15.696,-3.126457285
15.697,-3.126449229
15.698,-3.126759666
15.699,-3.127388535
15.7,-3.127444112
15.701,-3.127372309
15.702,-3.128255747
15.703,-3.128183902
15.704,-3.128366762
15.705,-3.128613269
15.706,-3.126886102
15.707,-3.127069009
15.708,-3.127251894
15.709,-3.127371101
15.71,-3.126662848
15.711,-3.126591141
15.712,-3.125819385
15.713,-3.125811378
15.714,-3.125994273
15.715,-3.124586409
15.716,-3.123624101
15.717,-3.123743479
15.718,-3.124244545
15.719,-3.124363868
15.72,-3.124292348
15.721,-3.124411652
15.722,-3.125548559
15.723,-3.125922157
15.724,-3.125596184
15.725,-3.125333842
15.726,-3.125643797
15.727,-3.12569939
15.728,-3.125627821
15.729,-3.125937699
15.73,-3.125929693
15.731,-3.125603865
15.732,-3.125913685
15.733,-3.125905682
15.734,-3.12589768
15.735,-3.126779359
15.736,-3.12518269
15.737,-3.125047655
15.738,-3.125103247
15.739,-3.125603558
15.74,-3.124261483
15.741,-3.124063016
15.742,-3.124372737
15.743,-3.124110772
15.744,-3.12295967
15.745,-3.121364156
15.746,-3.121292945
15.747,-3.121729743
15.748,-3.121404534
15.749,-3.122031746
15.75,-3.12196051
15.751,-3.122714576
15.752,-3.122706786
15.753,-3.122762473
15.754,-3.12237385
15.755,-3.122429551
15.756,-3.123437203
15.757,-3.12330245
15.758,-3.123484993
15.759,-3.123984772
15.76,-3.124040353
15.761,-3.124222814
15.762,-3.124405253
15.763,-3.124333925
15.764,-3.124452902
15.765,-3.124762146
15.766,-3.124881081
15.767,-3.124556063
15.768,-3.125499398
15.769,-3.123906151
15.77,-3.124278739
15.771,-3.124207456
15.772,-3.124326381
15.773,-3.124762267
15.774,-3.124944532
15.775,-3.125063387
15.776,-3.125689295
15.777,-3.126315122
15.778,-3.126497243
15.779,-3.125918885
15.78,-3.125974273
15.781,-3.124382208
15.782,-3.124944561
15.783,-3.124683224
15.784,-3.123218245
15.785,-3.123147092
15.786,-3.122822576
15.787,-3.123701545
15.788,-3.123820381
15.789,-3.123749208
15.79,-3.123741372
15.791,-3.123733536
15.792,-3.123978978
15.793,-3.124857541
15.794,-3.124786325
15.795,-3.124905039
15.796,-3.125720073
15.797,-3.126028611
15.798,-3.125957339
15.799,-3.124746835
15.8,-3.124738941
15.801,-3.123085685
15.802,-3.123647409
15.803,-3.123323209
15.804,-3.123188864
15.805,-3.123370872
15.806,-3.123363067
15.807,-3.122975709
15.808,-3.123537226
15.809,-3.123213156
15.81,-3.121687433
15.811,-3.121932709
15.812,-3.122177955
15.813,-3.121917288
15.814,-3.121846348
15.815,-3.122787051
15.816,-3.122905734
15.817,-3.123340498
15.818,-3.123522347
15.819,-3.124399494
15.82,-3.124391631
15.821,-3.124762988
15.822,-3.124628705
15.823,-3.124620829
15.824,-3.123412322
15.825,-3.12327815
15.826,-3.123017628
15.827,-3.123073035
15.828,-3.122243983
15.829,-3.122362603
15.83,-3.122039037
15.831,-3.120704901
15.832,-3.120697278
15.833,-3.11942655
15.834,-3.119292706
15.835,-3.119285173
15.836,-3.119530214
15.837,-3.119459528
15.838,-3.12033588
15.839,-3.120328283
15.84,-3.119373777
15.841,-3.118924378
15.842,-3.119043111
15.843,-3.119098712
15.844,-3.117639634
15.845,-3.117505995
15.846,-3.116741339
15.847,-3.116860172
15.848,-3.117042085
15.849,-3.117413249
15.85,-3.117658192
15.851,-3.117587686
15.852,-3.118084905
15.853,-3.118582061
15.854,-3.116997792
15.855,-3.115287588
15.856,-3.1156587
15.857,-3.116408122
15.858,-3.11671606
15.859,-3.116645649
15.86,-3.116953534
15.861,-3.117828773
15.862,-3.117884385
15.863,-3.118129097
15.864,-3.118184683
15.865,-3.118555401
15.866,-3.119304216
15.867,-3.119044618
15.868,-3.119037116
15.869,-3.118651544
15.87,-3.118518052
15.871,-3.119266633
15.872,-3.11951112
15.873,-3.119629583
15.874,-3.119685039
15.875,-3.119677501
15.876,-3.1199219
15.877,-3.12079607
15.878,-3.120725486
15.879,-3.119269521
15.88,-3.119010138
15.881,-3.119884146
15.882,-3.119876598
15.883,-3.119994963
15.884,-3.120176267
15.885,-3.120105753
15.886,-3.119972304
15.887,-3.118831823
15.888,-3.119013154
15.889,-3.119509125
15.89,-3.120256749
15.891,-3.118738988
15.892,-3.119046121
15.893,-3.119227381
15.894,-3.119534445
15.895,-3.120030196
15.896,-3.120337171
15.897,-3.1202667
15.898,-3.120196239
15.899,-3.121069182
15.9,-3.121376014
15.901,-3.122060118
15.902,-3.122052443
15.903,-3.120787223
15.904,-3.120905376
15.905,-3.120646297
15.906,-3.120701578
15.907,-3.121259744
15.908,-3.121189264
15.909,-3.121307354
15.91,-3.120356986
15.911,-3.120537959
15.912,-3.120341859
15.913,-3.120648486
15.914,-3.121143575
15.915,-3.121073134
15.916,-3.119809009
15.917,-3.119927127
15.918,-3.119919593
15.919,-3.120728643
15.92,-3.12046982
15.921,-3.120650672
15.922,-3.121019908
15.923,-3.121640291
15.924,-3.12188383
15.925,-3.122504081
15.926,-3.122873109
15.927,-3.121546961
15.928,-3.121476552
15.929,-3.121594476
15.93,-3.121586843
15.931,-3.121390911
15.932,-3.12132053
15.933,-3.121312916
15.934,-3.119673674
15.935,-3.119603414
15.936,-3.119909644
15.937,-3.119839378
15.938,-3.119706381
15.939,-3.120326223
15.94,-3.118624929
15.941,-3.118805671
15.942,-3.119111836
15.943,-3.120107878
15.944,-3.119849483
15.945,-3.120657218
15.946,-3.120649652
15.947,-3.120516679
15.948,-3.119192426
15.949,-3.119122257
15.95,-3.118989405
15.951,-3.11754012
15.952,-3.11659249
15.953,-3.117713426
15.954,-3.118144782
15.955,-3.118889446
15.956,-3.118944664
15.957,-3.119187868
15.958,-3.119681684
15.959,-3.119674185
15.96,-3.119791993
15.961,-3.120348327
15.962,-3.120967237
15.963,-3.121335505
15.964,-3.121515816
15.965,-3.121382939
15.966,-3.121563224
15.967,-3.121492986
15.968,-3.121422757
15.969,-3.119912336
15.97,-3.11959176
15.971,-3.120460806
15.972,-3.120390659
15.973,-3.120570928
15.974,-3.12143975
15.975,-3.121494742
15.976,-3.122425987
15.977,-3.122668669
15.978,-3.122911321
15.979,-3.122841051
15.98,-3.123521682
15.981,-3.123764235
15.982,-3.124569855
15.983,-3.123185686
15.984,-3.123115421
15.985,-3.1228575
15.986,-3.122787265
15.987,-3.122654491
15.988,-3.122083933
15.989,-3.122263915
15.99,-3.122443875
15.991,-3.122436218
15.992,-3.122553617
15.993,-3.122545955
15.994,-3.121037824
15.995,-3.121030258
15.996,-3.121147715
15.997,-3.119952494
15.998,-3.118569911
15.999,-3.11925
16,-3.117930129
16.001,-3.117860267
16.002,-3.118790227
16.003,-3.118782804
16.004,-3.119462668
16.005,-3.118268149
16.006,-3.11894796
16.007,-3.120189905
16.008,-3.120432257
16.009,-3.120424735
16.01,-3.119105615
16.011,-3.118848364
16.012,-3.118591145
16.013,-3.119270638
16.014,-3.118888542
16.015,-3.11781968
16.016,-3.118436661
16.017,-3.118179548
16.018,-3.11667395
16.019,-3.116479401
16.02,-3.116534548
16.021,-3.116402447
16.022,-3.116457592
16.023,-3.116637544
16.024,-3.116942278
16.025,-3.116997379
16.026,-3.116927685
16.027,-3.117918642
16.028,-3.116351613
16.029,-3.116718653
16.03,-3.115089514
16.031,-3.115269461
16.032,-3.114700929
16.033,-3.114756143
16.034,-3.113376988
16.035,-3.113868795
16.036,-3.113986406
16.037,-3.114166355
16.038,-3.112662884
16.039,-3.112531172
16.04,-3.113147559
16.041,-3.112517143
16.042,-3.112821791
16.043,-3.113064074
16.044,-3.112870053
16.045,-3.113548548
16.046,-3.113479155
16.047,-3.113721336
16.048,-3.113963487
16.049,-3.113894081
16.05,-3.113762382
16.051,-3.112447047
16.052,-3.112876098
16.053,-3.113305095
16.054,-3.112426036
16.055,-3.112605879
16.056,-3.112910257
16.057,-3.113712791
16.058,-3.115075659
16.059,-3.113449564
16.06,-3.112384036
16.061,-3.112377039
16.062,-3.112307788
16.063,-3.112176295
16.064,-3.112356054
16.065,-3.111041952
16.066,-3.110910562
16.067,-3.111152601
16.068,-3.111083453
16.069,-3.109645302
16.07,-3.109700703
16.071,-3.110191638
16.072,-3.11037143
16.073,-3.108995894
16.074,-3.109237947
16.075,-3.109293357
16.076,-3.110654973
16.077,-3.109279761
16.078,-3.109397351
16.079,-3.109266169
16.08,-3.109881226
16.081,-3.110807114
16.082,-3.111359821
16.083,-3.111477244
16.084,-3.111656823
16.085,-3.111587716
16.086,-3.112015913
16.087,-3.112071109
16.088,-3.112499223
16.089,-3.112492231
16.09,-3.11248524
16.091,-3.112788963
16.092,-3.112657677
16.093,-3.111221573
16.094,-3.111711712
16.095,-3.11195328
16.096,-3.112194819
16.097,-3.11088334
16.098,-3.110938568
16.099,-3.109440994
16.1,-3.109868952
16.101,-3.109737921
16.102,-3.111097311
16.103,-3.112021858
16.104,-3.110773052
16.105,-3.110331553
16.106,-3.110262619
16.107,-3.110131612
16.108,-3.110062698
16.109,-3.110055866
16.11,-3.1084973
16.111,-3.108676763
16.112,-3.108545895
16.113,-3.109159737
16.114,-3.109028855
16.115,-3.10908414
16.116,-3.109263511
16.117,-3.107829756
16.118,-3.10633414
16.119,-3.10707196
16.12,-3.106072824
16.121,-3.106128272
16.122,-3.105191342
16.123,-3.106549243
16.124,-3.10524031
16.125,-3.105233784
16.126,-3.105289266
16.127,-3.104910714
16.128,-3.105462211
16.129,-3.105703658
16.13,-3.104333271
16.131,-3.104016861
16.132,-3.104258352
16.133,-3.10425189
16.134,-3.102881934
16.135,-3.104238969
16.136,-3.104480387
16.137,-3.105217499
16.138,-3.104963133
16.139,-3.105328377
16.14,-3.105879437
16.141,-3.104324123
16.142,-3.102707056
16.143,-3.102700694
16.144,-3.102632394
16.145,-3.102378298
16.146,-3.102371958
16.147,-3.102675254
16.148,-3.102606973
16.149,-3.101486068
16.15,-3.10197511
16.151,-3.100916295
16.152,-3.10084814
16.153,-3.099418101
16.154,-3.099040545
16.155,-3.098477346
16.156,-3.096985827
16.157,-3.095742047
16.158,-3.096045547
16.159,-3.096410891
16.16,-3.096033661
16.161,-3.096460834
16.162,-3.096578605
16.163,-3.096448899
16.164,-3.096814105
16.165,-3.09699369
16.166,-3.097544381
16.167,-3.097538347
16.168,-3.097594162
16.169,-3.097649969
16.17,-3.096716344
16.171,-3.09714321
16.172,-3.097013541
16.173,-3.096883888
16.174,-3.097805255
16.175,-3.096686449
16.176,-3.097484082
16.177,-3.095809124
16.178,-3.096174053
16.179,-3.096909765
16.18,-3.096965577
16.181,-3.097144976
16.182,-3.097138973
16.183,-3.09719476
16.184,-3.097868397
16.185,-3.099221549
16.186,-3.099091864
16.187,-3.099147517
16.188,-3.097844215
16.189,-3.098270537
16.19,-3.098202705
16.191,-3.098073123
16.192,-3.098128821
16.193,-3.096702482
16.194,-3.096696511
16.195,-3.095455668
16.196,-3.096252392
16.197,-3.096122978
16.198,-3.096240509
16.199,-3.095864198
16.2,-3.096722425
16.201,-3.096469572
16.202,-3.096340184
16.203,-3.097259936
16.204,-3.097439062
16.205,-3.097433049
16.206,-3.098352564
16.207,-3.098038006
16.208,-3.096798075
16.209,-3.097347316
16.21,-3.097649744
16.211,-3.09739699
16.212,-3.097267625
16.213,-3.097199951
16.214,-3.097625655
16.215,-3.097619635
16.216,-3.096195351
16.217,-3.097052658
16.218,-3.095628584
16.219,-3.096054254
16.22,-3.095986684
16.221,-3.094624584
16.222,-3.094803674
16.223,-3.09479783
16.224,-3.094791988
16.225,-3.094971034
16.226,-3.095211684
16.227,-3.095883658
16.228,-3.095631277
16.229,-3.095871842
16.23,-3.095804325
16.231,-3.09604485
16.232,-3.096162139
16.233,-3.096464211
16.234,-3.096827841
16.235,-3.095528455
16.236,-3.096076861
16.237,-3.096809952
16.238,-3.097727693
16.239,-3.097660099
16.24,-3.09777723
16.241,-3.098017486
16.242,-3.098073016
16.243,-3.098190101
16.244,-3.098060942
16.245,-3.098178013
16.246,-3.09823352
16.247,-3.098412112
16.248,-3.099021478
16.249,-3.0992
16.25,-3.099193896
16.251,-3.099187792
16.252,-3.099058635
16.253,-3.099606251
16.254,-3.099600123
16.255,-3.099717028
16.256,-3.100264501
16.257,-3.099274203
16.258,-3.099329602
16.259,-3.099323493
16.26,-3.100424328
16.261,-3.100664125
16.262,-3.099120703
16.263,-3.099176094
16.264,-3.099231479
16.265,-3.099409812
16.266,-3.097989795
16.267,-3.098045242
16.268,-3.098285082
16.269,-3.098586355
16.27,-3.098641755
16.271,-3.098574238
16.272,-3.098199472
16.273,-3.097824751
16.274,-3.098003072
16.275,-3.097935611
16.276,-3.097622412
16.277,-3.097862145
16.278,-3.09699613
16.279,-3.096805897
16.28,-3.098028377
16.281,-3.099127871
16.282,-3.097647854
16.283,-3.097457627
16.284,-3.09732883
16.285,-3.097875476
16.286,-3.097746669
16.287,-3.096328585
16.288,-3.096568236
16.289,-3.096869245
16.29,-3.096188079
16.291,-3.096059416
16.292,-3.095992144
16.293,-3.094513318
16.294,-3.095059834
16.295,-3.094931271
16.296,-3.095661778
16.297,-3.095655909
16.298,-3.09423891
16.299,-3.094662577
16.3,-3.095024845
16.301,-3.095448411
16.302,-3.096055941
16.303,-3.095988714
16.304,-3.096412144
16.305,-3.096283577
16.306,-3.096338996
16.307,-3.094984057
16.308,-3.09473297
16.309,-3.093316983
16.31,-3.091901171
16.311,-3.091589014
16.312,-3.092073806
16.313,-3.091945568
16.314,-3.090652774
16.315,-3.090218191
16.316,-3.090335233
16.317,-3.090268415
16.318,-3.091120779
16.319,-3.091421569
16.32,-3.09166105
16.321,-3.091777968
16.322,-3.092201189
16.323,-3.092501838
16.324,-3.092924962
16.325,-3.091571726
16.326,-3.091994855
16.327,-3.092172954
16.328,-3.092779717
16.329,-3.092835273
16.33,-3.091788623
16.331,-3.09208915
16.332,-3.092144738
16.333,-3.092628872
16.334,-3.091153964
16.335,-3.091454456
16.336,-3.09157128
16.337,-3.092055331
16.338,-3.091009242
16.339,-3.091493268
16.34,-3.09234441
16.341,-3.090931343
16.342,-3.09123172
16.343,-3.091470876
16.344,-3.091587641
16.345,-3.091459684
16.346,-3.091698783
16.347,-3.091999021
16.348,-3.092238057
16.349,-3.092110092
16.35,-3.092471408
16.351,-3.091426125
16.352,-3.092215496
16.353,-3.091904121
16.354,-3.092265362
16.355,-3.092198582
16.356,-3.092498624
16.357,-3.093165424
16.358,-3.092976343
16.359,-3.092909535
16.36,-3.091375833
16.361,-3.090331255
16.362,-3.090631302
16.363,-3.090381325
16.364,-3.089275894
16.365,-3.089698155
16.366,-3.089509379
16.367,-3.088404203
16.368,-3.088765349
16.369,-3.087477092
16.37,-3.087532832
16.371,-3.087955045
16.372,-3.08880474
16.373,-3.089165751
16.374,-3.089282443
16.375,-3.089215926
16.376,-3.088294559
16.377,-3.089021859
16.378,-3.089749069
16.379,-3.09041514
16.38,-3.090348575
16.381,-3.088816994
16.382,-3.087285601
16.383,-3.08581543
16.384,-3.085993287
16.385,-3.086293177
16.386,-3.086959175
16.387,-3.087564071
16.388,-3.087253646
16.389,-3.085784015
16.39,-3.085534745
16.391,-3.084248414
16.392,-3.084792289
16.393,-3.084848115
16.394,-3.08484294
16.395,-3.083313003
16.396,-3.081905227
16.397,-3.082022198
16.398,-3.082200134
16.399,-3.0825
16.4,-3.080970673
16.401,-3.081209609
16.402,-3.081814302
16.403,-3.081992197
16.404,-3.08217007
16.405,-3.080945995
16.406,-3.081002011
16.407,-3.080570453
16.408,-3.080687428
16.409,-3.08031688
16.41,-3.080251051
16.411,-3.080246161
16.412,-3.079083653
16.413,-3.080419154
16.414,-3.080657935
16.415,-3.080531189
16.416,-3.080709021
16.417,-3.080825923
16.418,-3.081490956
16.419,-3.081729598
16.42,-3.081602826
16.421,-3.082024114
16.422,-3.081958229
16.423,-3.080491963
16.424,-3.081278539
16.425,-3.081517107
16.426,-3.081207768
16.427,-3.08175067
16.428,-3.081928298
16.429,-3.082592818
16.43,-3.083439839
16.431,-3.083556475
16.432,-3.083429684
16.433,-3.083302909
16.434,-3.083419531
16.435,-3.082806036
16.436,-3.08310519
16.437,-3.083586811
16.438,-3.083703388
16.439,-3.082238443
16.44,-3.082476735
16.441,-3.082714998
16.442,-3.083196497
16.443,-3.083191438
16.444,-3.083429614
16.445,-3.083728566
16.446,-3.083723475
16.447,-3.083779183
16.448,-3.083652502
16.449,-3.083768997
16.45,-3.084007051
16.451,-3.084488208
16.452,-3.084361515
16.453,-3.084660265
16.454,-3.085384382
16.455,-3.086047642
16.456,-3.086710822
16.457,-3.086584032
16.458,-3.087186342
16.459,-3.087059538
16.46,-3.087054249
16.461,-3.086927469
16.462,-3.085646601
16.463,-3.085580661
16.464,-3.085879138
16.465,-3.086420503
16.466,-3.086961802
16.467,-3.087199417
16.468,-3.087194122
16.469,-3.0856102
16.47,-3.085969279
16.471,-3.085842642
16.472,-3.085776726
16.473,-3.084618186
16.474,-3.083338392
16.475,-3.083272639
16.476,-3.083024822
16.477,-3.083808715
16.478,-3.082468596
16.479,-3.083373786
16.48,-3.083368728
16.481,-3.083606358
16.482,-3.082023903
16.483,-3.082504247
16.484,-3.082256597
16.485,-3.082494238
16.486,-3.083277734
16.487,-3.083515284
16.488,-3.083449572
16.489,-3.082352941
16.49,-3.082469226
16.491,-3.082706767
16.492,-3.083186807
16.493,-3.083363647
16.494,-3.083601091
16.495,-3.082141125
16.496,-3.081045038
16.497,-3.081585647
16.498,-3.081520092
16.499,-3.082848485
16.5,-3.082843464
16.501,-3.083383832
16.502,-3.083318185
16.503,-3.083313136
16.504,-3.083974553
16.505,-3.082818369
16.506,-3.081844066
16.507,-3.082202568
16.508,-3.082318735
16.509,-3.080981224
16.51,-3.081279147
16.511,-3.081819283
16.512,-3.081814328
16.513,-3.081688265
16.514,-3.080472298
16.515,-3.080406878
16.516,-3.08040201
16.517,-3.080699843
16.518,-3.080392276
16.519,-3.080326877
16.52,-3.080261485
16.521,-3.080256628
16.522,-3.080433335
16.523,-3.080428468
16.524,-3.080605144
16.525,-3.08090282
16.526,-3.080534882
16.527,-3.080287996
16.528,-3.080464638
16.529,-3.08076225
16.53,-3.080817857
16.531,-3.079542705
16.532,-3.079658864
16.533,-3.079714528
16.534,-3.080254007
16.535,-3.080853895
16.536,-3.081635121
16.537,-3.081751119
16.538,-3.082350807
16.539,-3.082587666
16.54,-3.082219938
16.541,-3.082214968
16.542,-3.082633138
16.543,-3.083172147
16.544,-3.081837413
16.545,-3.081832467
16.546,-3.081706654
16.547,-3.081641286
16.548,-3.081817632
16.549,-3.081450151
16.55,-3.081203553
16.551,-3.081259062
16.552,-3.081374977
16.553,-3.081732512
16.554,-3.081787979
16.555,-3.082024644
16.556,-3.081717702
16.557,-3.08159198
16.558,-3.081587052
16.559,-3.081219807
16.56,-3.081214902
16.561,-3.081209999
16.562,-3.081265471
16.563,-3.082588747
16.564,-3.08294597
16.565,-3.08263914
16.566,-3.082875596
16.567,-3.08317238
16.568,-3.083107007
16.569,-3.081653591
16.57,-3.082493513
16.571,-3.082971277
16.572,-3.083569661
16.573,-3.083745626
16.574,-3.0839819
16.575,-3.084218147
16.576,-3.084514689
16.577,-3.085052479
16.578,-3.085529887
16.579,-3.085464415
16.58,-3.085760811
16.581,-3.08605717
16.582,-3.086353495
16.583,-3.086408587
16.584,-3.086644558
16.585,-3.086940793
16.586,-3.087538434
16.587,-3.087533156
16.588,-3.087467599
16.589,-3.087643159
16.59,-3.086311856
16.591,-3.085884764
16.592,-3.085939854
16.593,-3.084428107
16.594,-3.08436276
16.595,-3.084598698
16.596,-3.084653853
16.597,-3.085010242
16.598,-3.084101452
16.599,-3.084277108
16.6,-3.084151557
16.601,-3.084327189
16.602,-3.084382341
16.603,-3.084678391
16.604,-3.084613068
16.605,-3.083403589
16.606,-3.082555549
16.607,-3.083212909
16.608,-3.083870191
16.609,-3.082600843
16.61,-3.081873457
16.611,-3.081988924
16.612,-3.082044182
16.613,-3.082460575
16.614,-3.082816732
16.615,-3.081487723
16.616,-3.081482819
16.617,-3.081477916
16.618,-3.081232324
16.619,-3.07990373
16.62,-3.079718428
16.621,-3.079412826
16.622,-3.079829152
16.623,-3.079704042
16.624,-3.078496241
16.625,-3.078311079
16.626,-3.078787514
16.627,-3.079384171
16.628,-3.079259126
16.629,-3.079735418
16.63,-3.080091396
16.631,-3.080026455
16.632,-3.080141887
16.633,-3.08037754
16.634,-3.079470995
16.635,-3.080007213
16.636,-3.080543367
16.637,-3.081199663
16.638,-3.081915981
16.639,-3.081610577
16.64,-3.080043267
16.641,-3.078776589
16.642,-3.07757015
16.643,-3.078166306
16.644,-3.077801141
16.645,-3.077676319
16.646,-3.077671653
16.647,-3.07760692
16.648,-3.076701303
16.649,-3.076936937
16.65,-3.076932316
16.651,-3.076687485
16.652,-3.07668288
16.653,-3.07661823
16.654,-3.07691384
16.655,-3.076068684
16.656,-3.075944048
16.657,-3.076059551
16.658,-3.075814875
16.659,-3.0757503
16.66,-3.075625713
16.661,-3.075441124
16.662,-3.076096741
16.663,-3.074651944
16.664,-3.074827483
16.665,-3.07524301
16.666,-3.075598488
16.667,-3.07637389
16.668,-3.075049493
16.669,-3.074685063
16.67,-3.074980505
16.671,-3.074256238
16.672,-3.074191807
16.673,-3.074007437
16.674,-3.072863568
16.675,-3.073099065
16.676,-3.073034718
16.677,-3.072910421
16.678,-3.071946759
16.679,-3.070623501
16.68,-3.070739164
16.681,-3.070794869
16.682,-3.071150273
16.683,-3.07084632
16.684,-3.070961942
16.685,-3.071437133
16.686,-3.071672559
16.687,-3.071967881
16.688,-3.07166397
16.689,-3.071479928
16.69,-3.072494159
16.691,-3.072429907
16.692,-3.073024621
16.693,-3.071702408
16.694,-3.071698113
16.695,-3.072592238
16.696,-3.072527999
16.697,-3.07264343
16.698,-3.073776873
16.699,-3.074251497
16.7,-3.073229148
16.701,-3.072985271
16.702,-3.072980902
16.703,-3.073754789
16.704,-3.074109548
16.705,-3.072728361
16.706,-3.072424732
16.707,-3.073018913
16.708,-3.072954695
16.709,-3.073728306
16.71,-3.073604213
16.711,-3.073539971
16.712,-3.073655238
16.713,-3.073591002
16.714,-3.073407119
16.715,-3.072026801
16.716,-3.072680505
16.717,-3.072676157
16.718,-3.071056881
