number of episodes,average reward/episode
7.141,-3.382385886
7.142,-3.382332353
7.143,-3.382278835
7.144,-3.380545836
7.145,-3.381332214
7.146,-3.383097803
7.147,-3.384163402
7.148,-3.384809064
7.149,-3.384755245
7.15,-3.38470144
7.151,-3.384647651
7.152,-3.38585209
7.153,-3.385798155
7.154,-3.387141859
7.155,-3.388345444
7.156,-3.388710354
7.157,-3.390751607
7.158,-3.39055734
7.159,-3.390782123
7.16,-3.391286133
7.161,-3.3912315
7.162,-3.391456094
7.163,-3.39321608
7.164,-3.390090719
7.165,-3.386687134
7.166,-3.383842612
7.167,-3.383928571
7.168,-3.386385828
7.169,-3.387866109
7.17,-3.384883559
7.171,-3.384551032
7.172,-3.385055068
7.173,-3.382352941
7.174,-3.383972125
7.175,-3.380852843
7.176,-3.378431099
7.177,-3.379771524
7.178,-3.379579329
7.179,-3.379108635
7.18,-3.378777329
7.181,-3.379003063
7.182,-3.378671864
7.183,-3.378619154
7.184,-3.378983994
7.185,-3.375730587
7.186,-3.374286907
7.187,-3.374373957
7.188,-3.375434692
7.189,-3.375243394
7.19,-3.376581838
7.191,-3.376946607
7.192,-3.376338106
7.193,-3.375173756
7.194,-3.37609451
7.195,-3.376737076
7.196,-3.373905794
7.197,-3.371631009
7.198,-3.370745937
7.199,-3.371111111
7.2,-3.371059575
7.201,-3.371424604
7.202,-3.369845898
7.203,-3.369655747
7.204,-3.366412214
7.205,-3.366638912
7.206,-3.366449285
7.207,-3.367508324
7.208,-3.363989458
7.209,-3.361165049
7.21,-3.361669671
7.211,-3.361619523
7.212,-3.36240122
7.213,-3.362489604
7.214,-3.363409563
7.215,-3.363497783
7.216,-3.363585978
7.217,-3.360072042
7.218,-3.359606594
7.219,-3.359695291
7.22,-3.358953054
7.221,-3.355718637
7.222,-3.352900457
7.223,-3.352851606
7.224,-3.353217993
7.225,-3.352338777
7.226,-3.352843504
7.227,-3.353486442
7.228,-3.353575875
7.229,-3.349930844
7.23,-3.349744157
7.231,-3.352737832
7.232,-3.354209871
7.233,-3.353746199
7.234,-3.350518314
7.235,-3.346876727
7.236,-3.348486942
7.237,-3.349129594
7.238,-3.34590413
7.239,-3.345856354
7.24,-3.345670488
7.241,-3.346313173
7.242,-3.34626536
7.243,-3.345941469
7.244,-3.345617667
7.245,-3.345845984
7.246,-3.342486546
7.247,-3.342577263
7.248,-3.340322803
7.249,-3.340965517
7.25,-3.342159702
7.251,-3.34390513
7.252,-3.345374328
7.253,-3.345464571
7.254,-3.342660234
7.255,-3.339305402
7.256,-3.339672041
7.257,-3.341003031
7.258,-3.342884695
7.259,-3.344077135
7.26,-3.343203416
7.261,-3.344946296
7.262,-3.346000275
7.263,-3.347879956
7.264,-3.347281487
7.265,-3.345719791
7.266,-3.347185909
7.267,-3.34700055
7.268,-3.347090384
7.269,-3.348830812
7.27,-3.349883097
7.271,-3.350935094
7.272,-3.351574316
7.273,-3.352075887
7.274,-3.35257732
7.275,-3.355277625
7.276,-3.357015254
7.277,-3.354080791
7.278,-3.354856436
7.279,-3.35467033
7.28,-3.355995056
7.281,-3.353886295
7.282,-3.354386928
7.283,-3.353789127
7.284,-3.353877831
7.285,-3.352045018
7.286,-3.351722245
7.287,-3.351399561
7.288,-3.351488544
7.289,-3.352537723
7.29,-3.35248937
7.291,-3.352852441
7.292,-3.350610174
7.293,-3.348916918
7.294,-3.348732008
7.295,-3.348958333
7.296,-3.348773469
7.297,-3.349958893
7.298,-3.350321962
7.299,-3.346849315
7.3,-3.347075743
7.301,-3.347028211
7.302,-3.346980693
7.303,-3.346933187
7.304,-3.34715948
7.305,-3.343826992
7.306,-3.343916792
7.307,-3.344827586
7.308,-3.344506772
7.309,-3.345554036
7.31,-3.347695254
7.311,-3.346690372
7.312,-3.346506222
7.313,-3.344407985
7.314,-3.341216678
7.315,-3.343903773
7.316,-3.34467678
7.317,-3.346132823
7.318,-3.349091406
7.319,-3.349180328
7.32,-3.348722852
7.321,-3.345534007
7.322,-3.345350266
7.323,-3.3459858
7.324,-3.345938567
7.325,-3.345891346
7.326,-3.3424321
7.327,-3.342521834
7.328,-3.342747987
7.329,-3.342564802
7.33,-3.341426818
7.331,-3.33797054
7.332,-3.337924451
7.333,-3.340196346
7.334,-3.341513292
7.335,-3.34214831
7.336,-3.3444187
7.337,-3.345598256
7.338,-3.346504973
7.339,-3.346730245
7.34,-3.348045225
7.341,-3.347725415
7.342,-3.347541877
7.343,-3.347222222
7.344,-3.348808713
7.345,-3.348897359
7.346,-3.348577651
7.347,-3.348530212
7.348,-3.34861886
7.349,-3.349251701
7.35,-3.349748334
7.351,-3.349836779
7.352,-3.3500612
7.353,-3.349877618
7.354,-3.347110809
7.355,-3.346927678
7.356,-3.343618323
7.357,-3.343707529
7.358,-3.344340264
7.359,-3.344429348
7.36,-3.340850428
7.361,-3.340804129
7.362,-3.341165286
7.363,-3.338946225
7.364,-3.338900204
7.365,-3.339125713
7.366,-3.33907968
7.367,-3.339712269
7.368,-3.339123355
7.369,-3.340569878
7.37,-3.341337675
7.371,-3.342647857
7.372,-3.344364573
7.373,-3.345945213
7.374,-3.345762712
7.375,-3.345037961
7.376,-3.345126745
7.377,-3.345079967
7.378,-3.344897683
7.379,-3.345528455
7.38,-3.345481642
7.381,-3.347331347
7.382,-3.347690641
7.383,-3.34791441
7.384,-3.350304672
7.385,-3.347414027
7.386,-3.348991472
7.387,-3.350839199
7.388,-3.351197726
7.389,-3.354127199
7.39,-3.356108781
7.391,-3.356195887
7.392,-3.356824023
7.393,-3.35975115
7.394,-3.359837728
7.395,-3.360870741
7.396,-3.357307016
7.397,-3.357664234
7.398,-3.357615894
7.399,-3.357432432
7.4,-3.357519254
7.401,-3.354768981
7.402,-3.3551263
7.403,-3.358049703
7.404,-3.35867657
7.405,-3.358898191
7.406,-3.360064804
7.407,-3.360556156
7.408,-3.363476852
7.409,-3.36585695
7.41,-3.366077452
7.411,-3.36724231
7.412,-3.368137057
7.413,-3.370380361
7.414,-3.366958867
7.415,-3.367313916
7.416,-3.366590266
7.417,-3.364249124
7.418,-3.363930449
7.419,-3.365633423
7.42,-3.3654494
7.421,-3.362570736
7.422,-3.363195474
7.423,-3.36328125
7.424,-3.35973064
7.425,-3.361432804
7.426,-3.362595934
7.427,-3.364162628
7.428,-3.364248216
7.429,-3.36473755
7.43,-3.361997039
7.431,-3.361813778
7.432,-3.361226961
7.433,-3.362119989
7.434,-3.359381305
7.435,-3.357315761
7.436,-3.357267715
7.437,-3.357219683
7.438,-3.35649953
7.439,-3.356451613
7.44,-3.353850289
7.441,-3.354743349
7.442,-3.354830042
7.443,-3.356125739
7.444,-3.356077905
7.445,-3.353881279
7.446,-3.353968041
7.447,-3.354323308
7.448,-3.355215465
7.449,-3.356107383
7.45,-3.35646222
7.451,-3.356146001
7.452,-3.355829867
7.453,-3.35578213
7.454,-3.353454058
7.455,-3.35139485
7.456,-3.35215234
7.457,-3.351166533
7.458,-3.35406891
7.459,-3.354289544
7.46,-3.354242059
7.461,-3.352586438
7.462,-3.352405199
7.463,-3.352090032
7.464,-3.352712659
7.465,-3.354406643
7.466,-3.355430561
7.467,-3.355918586
7.468,-3.355737046
7.469,-3.357028112
7.47,-3.356712622
7.471,-3.356397216
7.472,-3.353004148
7.473,-3.350816163
7.474,-3.351170569
7.475,-3.350321027
7.476,-3.350675405
7.477,-3.348087724
7.478,-3.349511967
7.479,-3.348262032
7.48,-3.344740008
7.481,-3.344827586
7.482,-3.34317787
7.483,-3.345136291
7.484,-3.34509018
7.485,-3.345177665
7.486,-3.347402164
7.487,-3.347889957
7.488,-3.349712912
7.489,-3.349399199
7.49,-3.346415699
7.491,-3.347036839
7.492,-3.346056319
7.493,-3.342674139
7.494,-3.341027352
7.495,-3.340715048
7.496,-3.339469121
7.497,-3.34022406
7.498,-3.34017869
7.499,-3.3404
7.5,-3.340754566
7.501,-3.341242335
7.502,-3.341596695
7.503,-3.338752665
7.504,-3.338707528
7.505,-3.338529177
7.506,-3.335553483
7.507,-3.332179009
7.508,-3.332667466
7.509,-3.332490013
7.51,-3.334043403
7.511,-3.333732694
7.512,-3.330360708
7.513,-3.331780676
7.514,-3.331204258
7.515,-3.328632251
7.516,-3.32765731
7.517,-3.329076882
7.518,-3.329565102
7.519,-3.330452128
7.52,-3.332402606
7.521,-3.334352566
7.522,-3.334175196
7.523,-3.334396598
7.524,-3.333820598
7.525,-3.334307733
7.526,-3.334529029
7.527,-3.33142933
7.528,-3.33125249
7.529,-3.330146082
7.53,-3.331031735
7.531,-3.331784387
7.532,-3.333333333
7.533,-3.333952748
7.534,-3.333377571
7.535,-3.330679406
7.536,-3.331298925
7.537,-3.334173521
7.538,-3.333996551
7.539,-3.331167109
7.54,-3.33138841
7.541,-3.333333333
7.542,-3.330107384
7.543,-3.331124072
7.544,-3.3314778
7.545,-3.332228995
7.546,-3.333112495
7.547,-3.332670906
7.548,-3.331832031
7.549,-3.33192053
7.55,-3.33174414
7.551,-3.332229873
7.552,-3.332847875
7.553,-3.332936193
7.554,-3.332892124
7.555,-3.332715723
7.556,-3.33293635
7.557,-3.33342154
7.558,-3.334038894
7.559,-3.333201058
7.56,-3.330115064
7.561,-3.33046813
7.562,-3.330953325
7.563,-3.33368588
7.564,-3.335360212
7.565,-3.338223632
7.566,-3.338311088
7.567,-3.341173362
7.568,-3.340203461
7.569,-3.337120211
7.57,-3.334169859
7.571,-3.335710512
7.572,-3.335534134
7.573,-3.335225772
7.574,-3.338085809
7.575,-3.339097149
7.576,-3.339844266
7.577,-3.339799419
7.578,-3.340546246
7.579,-3.343403694
7.58,-3.343226487
7.581,-3.342917436
7.582,-3.341949097
7.583,-3.341904008
7.584,-3.341990771
7.585,-3.344450303
7.586,-3.341505206
7.587,-3.342778071
7.588,-3.339570431
7.589,-3.340447958
7.59,-3.340534844
7.591,-3.339963119
7.592,-3.341103648
7.593,-3.341848828
7.594,-3.342330481
7.595,-3.342812006
7.596,-3.339476109
7.597,-3.337062385
7.598,-3.337281221
7.599,-3.338947368
7.6,-3.338771214
7.601,-3.338463562
7.602,-3.34131264
7.603,-3.341793793
7.604,-3.342800789
7.605,-3.342887194
7.606,-3.343499408
7.607,-3.343980021
7.608,-3.343277697
7.609,-3.342444152
7.61,-3.343056103
7.611,-3.342222806
7.612,-3.345067647
7.613,-3.34489099
7.614,-3.346815496
7.615,-3.349396008
7.616,-3.346330576
7.617,-3.346678918
7.618,-3.346764667
7.619,-3.346456693
7.62,-3.346936098
7.621,-3.348727368
7.622,-3.349468713
7.623,-3.349422875
7.624,-3.349639344
7.625,-3.349724626
7.626,-3.349940999
7.627,-3.347011012
7.628,-3.347358763
7.629,-3.347444299
7.63,-3.350281746
7.631,-3.350104822
7.632,-3.347962793
7.633,-3.347655227
7.634,-3.347478716
7.635,-3.345468832
7.636,-3.344768888
7.637,-3.347604085
7.638,-3.347427674
7.639,-3.34908377
7.64,-3.347205863
7.641,-3.344674169
7.642,-3.344629072
7.643,-3.344583987
7.644,-3.344538914
7.645,-3.345932514
7.646,-3.345756506
7.647,-3.347672594
7.648,-3.348019349
7.649,-3.349934641
7.65,-3.350019605
7.651,-3.349973863
7.652,-3.349797465
7.653,-3.347922655
7.654,-3.347485304
7.655,-3.345611285
7.656,-3.342562361
7.657,-3.343954035
7.658,-3.344561953
7.659,-3.343472585
7.66,-3.343558282
7.661,-3.343643957
7.662,-3.34046718
7.663,-3.340031315
7.664,-3.342857143
7.665,-3.343203757
7.666,-3.344463284
7.667,-3.345070423
7.668,-3.344895032
7.669,-3.345632334
7.67,-3.346630166
7.671,-3.346976017
7.672,-3.346930796
7.673,-3.346624967
7.674,-3.345276873
7.675,-3.343408025
7.676,-3.343623811
7.677,-3.343448815
7.678,-3.343794765
7.679,-3.344140625
7.68,-3.341752376
7.681,-3.341577714
7.682,-3.341663413
7.683,-3.338885997
7.684,-3.339232271
7.685,-3.339058028
7.686,-3.341225446
7.687,-3.341181061
7.688,-3.339706074
7.689,-3.339661899
7.69,-3.339617735
7.691,-3.339573583
7.692,-3.337189653
7.693,-3.335196257
7.694,-3.334762833
7.695,-3.331730769
7.696,-3.331167988
7.697,-3.329566121
7.698,-3.329783089
7.699,-3.329480519
7.7,-3.329957148
7.701,-3.329524799
7.702,-3.33233805
7.703,-3.335150571
7.704,-3.33614536
7.705,-3.336491046
7.706,-3.336836642
7.707,-3.335884795
7.708,-3.334544039
7.709,-3.335667964
7.71,-3.334586954
7.711,-3.334673237
7.712,-3.333203682
7.713,-3.330697433
7.714,-3.329358393
7.715,-3.329315708
7.716,-3.326292601
7.717,-3.325732055
7.718,-3.325430755
7.719,-3.326295337
7.72,-3.326641627
7.721,-3.327764828
7.722,-3.329276188
7.723,-3.331952356
7.724,-3.332427184
7.725,-3.331607559
7.726,-3.329105733
7.727,-3.331004141
7.728,-3.33122008
7.729,-3.332470893
7.73,-3.332169189
7.731,-3.332514227
7.732,-3.33363507
7.733,-3.334367727
7.734,-3.335229476
7.735,-3.335056877
7.736,-3.334884322
7.737,-3.334453347
7.738,-3.334539346
7.739,-3.335400517
7.74,-3.33484046
7.741,-3.336218032
7.742,-3.336174609
7.743,-3.338972107
7.744,-3.338799225
7.745,-3.338884586
7.746,-3.339099006
7.747,-3.338926174
7.748,-3.339269583
7.749,-3.341419355
7.75,-3.342020384
7.751,-3.342105263
7.752,-3.342061138
7.753,-3.343177715
7.754,-3.343520309
7.755,-3.34089737
7.756,-3.342142581
7.757,-3.342742975
7.758,-3.343472097
7.759,-3.344329897
7.76,-3.341064296
7.761,-3.341020356
7.762,-3.342522221
7.763,-3.339258114
7.764,-3.337411462
7.765,-3.337496781
7.766,-3.337453328
7.767,-3.33753862
7.768,-3.337109023
7.769,-3.334105534
7.77,-3.335220692
7.771,-3.335048893
7.772,-3.337321497
7.773,-3.336506303
7.774,-3.336334405
7.775,-3.336033951
7.776,-3.333033303
7.777,-3.334019028
7.778,-3.333718987
7.779,-3.33496144
7.78,-3.335303946
7.781,-3.332433822
7.782,-3.332262624
7.783,-3.33299075
7.784,-3.332947977
7.785,-3.332905214
7.786,-3.332862463
7.787,-3.332306112
7.788,-3.332391835
7.789,-3.335173299
7.79,-3.336542164
7.791,-3.333418891
7.792,-3.333247786
7.793,-3.329740826
7.794,-3.330083387
7.795,-3.331580298
7.796,-3.331666025
7.797,-3.329315209
7.798,-3.329914092
7.799,-3.32974359
7.8,-3.330983207
7.801,-3.330812612
7.802,-3.328719723
7.803,-3.329574577
7.804,-3.329532351
7.805,-3.329490136
7.806,-3.329832202
7.807,-3.328637295
7.808,-3.32667435
7.809,-3.326248399
7.81,-3.323134042
7.811,-3.322452637
7.812,-3.324459235
7.813,-3.324673663
7.814,-3.325783749
7.815,-3.323567042
7.816,-3.322374312
7.817,-3.322333078
7.818,-3.322803428
7.819,-3.319948849
7.82,-3.318117888
7.821,-3.318332907
7.822,-3.315991308
7.823,-3.31595092
7.824,-3.315910543
7.825,-3.315742397
7.826,-3.31851284
7.827,-3.318472151
7.828,-3.316132329
7.829,-3.315836526
7.83,-3.316306985
7.831,-3.316138917
7.832,-3.317119877
7.833,-3.3168241
7.834,-3.315507339
7.835,-3.315722307
7.836,-3.312747225
7.837,-3.31436591
7.838,-3.314325807
7.839,-3.315816327
7.84,-3.315776049
7.841,-3.315480745
7.842,-3.315185516
7.843,-3.315017848
7.844,-3.315615041
7.845,-3.313790466
7.846,-3.314642539
7.847,-3.311289501
7.848,-3.308446936
7.849,-3.30866242
7.85,-3.307094638
7.851,-3.308201732
7.852,-3.308671845
7.853,-3.308759868
7.854,-3.308593253
7.855,-3.309699593
7.856,-3.310423826
7.857,-3.311147875
7.858,-3.311617254
7.859,-3.30826972
7.86,-3.305304669
7.861,-3.305901806
7.862,-3.306117258
7.863,-3.303535097
7.864,-3.303623649
7.865,-3.30345792
7.866,-3.30278378
7.867,-3.303253686
7.868,-3.303088067
7.869,-3.300762389
7.87,-3.30047008
7.871,-3.300431911
7.872,-3.3007748
7.873,-3.301752604
7.874,-3.298666667
7.875,-3.298882682
7.876,-3.299098642
7.877,-3.299441483
7.878,-3.30219571
7.879,-3.303045685
7.88,-3.303514782
7.881,-3.304237503
7.882,-3.304960041
7.883,-3.301496702
7.884,-3.301331642
7.885,-3.303068729
7.886,-3.304678585
7.887,-3.304513185
7.888,-3.304221067
7.889,-3.303168568
7.89,-3.301229249
7.891,-3.303218449
7.892,-3.303813506
7.893,-3.304408411
7.894,-3.305256491
7.895,-3.306484296
7.896,-3.30809168
7.897,-3.308052672
7.898,-3.308520066
7.899,-3.308227848
7.9,-3.308695102
7.901,-3.308909137
7.902,-3.308743515
7.903,-3.309590081
7.904,-3.311827957
7.905,-3.314571212
7.906,-3.313772607
7.907,-3.313606474
7.908,-3.314199014
7.909,-3.31125158
7.91,-3.310200986
7.911,-3.310035389
7.912,-3.309869834
7.913,-3.306798079
7.914,-3.305874921
7.915,-3.306088934
7.916,-3.307060755
7.917,-3.309042688
7.918,-3.311781791
7.919,-3.312752525
7.92,-3.315111728
7.921,-3.317596567
7.922,-3.316799192
7.923,-3.316002019
7.924,-3.31873817
7.925,-3.317940954
7.926,-3.318910054
7.927,-3.318617558
7.928,-3.318072897
7.929,-3.318284994
7.93,-3.317614424
7.931,-3.318582955
7.932,-3.320811799
7.933,-3.317998488
7.934,-3.320730939
7.935,-3.323462702
7.936,-3.323421948
7.937,-3.323129252
7.938,-3.324977957
7.939,-3.327707809
7.94,-3.325903539
7.941,-3.326995719
7.942,-3.327080448
7.943,-3.325528701
7.944,-3.328256765
7.945,-3.330606595
7.946,-3.328174154
7.947,-3.330145949
7.948,-3.330230218
7.949,-3.329685535
7.95,-3.330524462
7.951,-3.331866197
7.952,-3.329183956
7.953,-3.329016847
7.954,-3.325958517
7.955,-3.326671694
7.956,-3.327636044
7.957,-3.328223172
7.958,-3.329564016
7.959,-3.330527638
7.96,-3.330862957
7.961,-3.332202964
7.962,-3.334170539
7.963,-3.33689101
7.964,-3.337225361
7.965,-3.337308561
7.966,-3.339651061
7.967,-3.34123996
7.968,-3.341197139
7.969,-3.338143036
7.97,-3.340233346
7.971,-3.340566984
7.972,-3.340022576
7.973,-3.34023075
7.974,-3.341065831
7.975,-3.343781344
7.976,-3.34436505
7.977,-3.345575332
7.978,-3.345532022
7.979,-3.347619048
7.98,-3.348327277
7.981,-3.348784766
7.982,-3.348741075
7.983,-3.345941884
7.984,-3.346023795
7.985,-3.345855247
7.986,-3.347314386
7.987,-3.347270906
7.988,-3.346977094
7.989,-3.347934919
7.99,-3.346014266
7.991,-3.345720721
7.992,-3.346553234
7.993,-3.346384789
7.994,-3.349093183
7.995,-3.347923962
7.996,-3.347880455
7.997,-3.349712428
7.998,-3.350293787
7.999,-3.350625
8,-3.352330959
8.001,-3.352036991
8.002,-3.353617393
8.003,-3.353948026
8.004,-3.356652092
8.005,-3.354359231
8.006,-3.354190084
8.007,-3.35477023
8.008,-3.357223124
8.009,-3.359051186
8.01,-3.360004993
8.011,-3.358087868
8.012,-3.358791963
8.013,-3.359870227
8.014,-3.359700561
8.015,-3.360903194
8.016,-3.361980791
8.017,-3.361935645
8.018,-3.36351166
8.019,-3.364089776
8.02,-3.361301583
8.021,-3.361131887
8.022,-3.360837592
8.023,-3.361041874
8.024,-3.361619938
8.025,-3.361699477
8.026,-3.36339853
8.027,-3.363353264
8.028,-3.36318346
8.029,-3.363013699
8.03,-3.365707882
8.031,-3.365786853
8.032,-3.367235155
8.033,-3.366940503
8.034,-3.367268202
8.035,-3.369711299
8.036,-3.3691676
8.037,-3.36937049
8.038,-3.369697724
8.039,-3.370646766
8.04,-3.370600672
8.041,-3.370305894
8.042,-3.370259853
8.043,-3.370586773
8.044,-3.371286513
8.045,-3.368008949
8.046,-3.368087486
8.047,-3.368538767
8.048,-3.369611132
8.049,-3.370310559
8.05,-3.370388772
8.051,-3.370839543
8.052,-3.370669316
8.053,-3.370250807
8.054,-3.370701428
8.055,-3.372020854
8.056,-3.373215837
8.057,-3.373417722
8.058,-3.373743641
8.059,-3.374069479
8.06,-3.374891453
8.061,-3.374596874
8.062,-3.374426392
8.063,-3.375992063
8.064,-3.376689399
8.065,-3.376766675
8.066,-3.376472047
8.067,-3.376549331
8.068,-3.377246251
8.069,-3.378314746
8.07,-3.377648371
8.071,-3.377601586
8.072,-3.377430943
8.073,-3.378003468
8.074,-3.379195046
8.075,-3.378405151
8.076,-3.37773926
8.077,-3.377444912
8.078,-3.37430375
8.079,-3.372648515
8.08,-3.373592377
8.081,-3.372927493
8.082,-3.373005072
8.083,-3.373453736
8.084,-3.375139147
8.085,-3.372000989
8.086,-3.372696921
8.087,-3.372403561
8.088,-3.372110273
8.089,-3.36934487
8.09,-3.37016438
8.091,-3.370365793
8.092,-3.367848758
8.093,-3.367309118
8.094,-3.36874614
8.095,-3.368700593
8.096,-3.369149068
8.097,-3.369967893
8.098,-3.370663045
8.099,-3.371111111
8.1,-3.371188742
8.101,-3.36805727
8.102,-3.368135259
8.103,-3.368953603
8.104,-3.370141888
8.105,-3.369726129
8.106,-3.366843469
8.107,-3.367414899
8.108,-3.366752991
8.109,-3.368434032
8.11,-3.368758476
8.111,-3.370192308
8.112,-3.37113275
8.113,-3.36911511
8.114,-3.369562539
8.115,-3.370995564
8.116,-3.37082666
8.117,-3.370534614
8.118,-3.370612144
8.119,-3.371059113
8.12,-3.368796946
8.121,-3.368628417
8.122,-3.368459929
8.123,-3.369522403
8.124,-3.369723077
8.125,-3.368939207
8.126,-3.368278578
8.127,-3.368848425
8.128,-3.368557018
8.129,-3.368634686
8.13,-3.369942197
8.131,-3.370142646
8.132,-3.371080782
8.133,-3.371895746
8.134,-3.372587585
8.135,-3.372787611
8.136,-3.372987588
8.137,-3.373556156
8.138,-3.373633124
8.139,-3.370638821
8.14,-3.370716128
8.141,-3.371653156
8.142,-3.372589955
8.143,-3.372666994
8.144,-3.373235114
8.145,-3.370979622
